initial_capital,total_pnl,total_return,benchmark_return,excess_return,excess_pnl,annual_return_simple,annual_volatility,sharpe,sortino,calmar,tracking_error_annual,information_ratio,max_drawdown,max_drawdown_pct,trading_days,trade_count,put_sell_count,call_sell_count,assignment_count,call_away_count,cycle_count_closed,cycle_count_open,win_rate_cycle,avg_cycle_days,day_win_rate,profit_factor_day
1000000.0,78132.0,0.078132,0.5780080979999997,-0.49987609799999977,-499876.09799999977,0.08102577777777777,0.12758227129984615,0.6350864971462183,0.36537249131433946,0.7480499444013605,0.23902760717172344,-1.8206997953134842,-108316.0,-0.108316,243,13,13,0,0,0,12,1,1.0,28.967881944444446,0.6707818930041153,1.3522807713637737
