date,cash_eod,option_mv_eod,etf_mv_eod,equity_eod,realized_pnl_cum,unrealized_pnl_eod,daily_pnl,total_pnl_cum,drawdown,equity_curve,daily_return,cum_return,drawdown_pct,rolling_sharpe_60d,benchmark_price,benchmark_shares,benchmark_cash,benchmark_equity,benchmark_return,benchmark_daily_return,excess_equity,excess_return,excess_daily_return
2025-04-11,16198.0,-25844.0,0.0,-9646.0,16198.0,-25844.0,13728.0,-9646.0,-24960.0,990354.0,0.013728,-0.009646,-0.02496,-0.08026721417338208,1.892,495294,1.4139999999897555,937097.6619999999,-0.06290233800000011,0.015566267074788254,53256.338000000105,0.05325633800000011,-0.001838267074788253
2025-04-14,16198.0,-20332.000000000004,0.0,-4134.000000000004,16198.0,-20332.000000000004,5511.999999999996,-4134.000000000004,-19448.000000000004,995866.0,0.005511999999999996,-0.004134000000000004,-0.019448000000000003,0.004076915764842946,1.895,495294,1.4139999999897555,938583.544,-0.06141645600000001,0.001585621286076977,57282.456000000006,0.057282456,0.003926378713923019
2025-04-15,16198.0,-18460.0,0.0,-2262.0,16198.0,-18460.0,1872.0000000000036,-2262.0,-17576.0,997738.0,0.0018720000000000037,-0.002262,-0.017576,0.10831963241490196,1.893,495294,1.4139999999897555,937592.956,-0.06240704399999997,-0.0010554073809757591,60145.043999999994,0.06014504399999997,0.002927407380975763
2025-04-16,16198.0,-25376.000000000004,0.0,-9178.000000000004,16198.0,-25376.000000000004,-6916.000000000004,-9178.000000000004,-24492.000000000004,990822.0,-0.006916000000000004,-0.009178000000000004,-0.024492000000000003,-0.034839129991385845,1.87,495294,1.4139999999897555,926201.194,-0.073798806,-0.012150008089437891,64620.80599999998,0.06462080599999999,0.005234008089437888
2025-04-17,16198.0,-22256.0,0.0,-6058.0,16198.0,-22256.0,3120.0000000000036,-6058.0,-21372.0,993942.0,0.003120000000000004,-0.006058,-0.021372,-0.1474899282891977,1.873,495294,1.4139999999897555,927687.076,-0.072312924,0.001604275625669338,66254.924,0.066254924,0.0015157243743306658
2025-04-18,16198.0,-18928.0,0.0,-2730.0,16198.0,-18928.0,3328.0,-2730.0,-18044.0,997270.0,0.003328,-0.00273,-0.018044,-0.06940680749716055,1.878,495294,1.4139999999897555,930163.546,-0.06983645400000005,0.002669510079495785,67106.45400000003,0.06710645400000005,0.0006584899205042149
2025-04-21,16198.0,-6136.0,0.0,10062.0,16198.0,-6136.0,12792.0,10062.0,-5252.0,1010062.0,0.012792,0.010062,-0.005252,0.13755440962245363,1.908,495294,1.4139999999897555,945022.3659999999,-0.05497763400000011,0.01597441661081822,65039.63400000008,0.06503963400000011,-0.003182416610818221
2025-04-22,16198.0,-6240.0,0.0,9958.0,16198.0,-6240.0,-104.0,9958.0,-5356.0,1009958.0,-0.000104,0.009958,-0.005356,0.11591062955420214,1.899,495294,1.4139999999897555,940564.72,-0.05943527999999998,-0.004716974074241098,69393.28000000003,0.06939327999999997,0.004612974074241098
2025-04-23,16198.0,0.0,0.0,16198.0,16198.0,0.0,6240.0,16198.0,0.0,1016198.0,0.00624,0.016198,0.0,0.20494614670019387,1.919,495294,1.4139999999897555,950470.6,-0.04952940000000006,0.010531843039998323,65727.40000000002,0.06572740000000006,-0.004291843039998323
2025-04-24,19620.0,-4176.0,0.0,15444.0,19620.0,-4176.0,-754.0,15444.0,-754.0,1015444.0,-0.000754,0.015444,-0.000754,0.1891750481706253,1.907,495294,1.4139999999897555,944527.072,-0.05547292799999992,-0.006253247601766931,70916.92799999996,0.07091692799999992,0.005499247601766931
